Date,Open,High,Low,Close,Adj Close,Volume
2022-09-28,15.1899995803833,15.989999771118164,15.09000015258789,15.84000015258789,15.790531158447266,158200
2022-09-29,15.380000114440918,15.380000114440918,14.329999923706055,14.779999732971191,14.733840942382812,188100
2022-09-30,14.510000228881836,15.260000228881836,14.3100004196167,14.329999923706055,14.285246849060059,176700
2022-10-03,14.75,15.6899995803833,14.489999771118164,15.369999885559082,15.321998596191406,149700
2022-10-04,16.270000457763672,16.729999542236328,16.229999542236328,16.68000030517578,16.627906799316406,171800
2022-10-05,16.139999389648438,17.059999465942383,15.680000305175781,16.829999923706055,16.77743911743164,259600
2022-10-06,16.799999237060547,17.40999984741211,16.530000686645508,16.559999465942383,16.508281707763672,226500
2022-10-07,15.59000015258789,15.670000076293945,14.449999809265137,14.579999923706055,14.534465789794922,340800
2022-10-10,14.550000190734863,14.550000190734863,13.25,13.619999885559082,13.57746410369873,245300
2022-10-11,13.300000190734863,13.59000015258789,12.75,13.079999923706055,13.03915023803711,376800
2022-10-12,13.039999961853027,13.210000038146973,12.75,12.899999618530273,12.859712600708008,340200
2022-10-13,11.930000305175781,14.039999961853027,11.649999618530273,13.640000343322754,13.597402572631836,430700
2022-10-14,13.899999618530273,13.970000267028809,12.399999618530273,12.449999809265137,12.411118507385254,642500
2022-10-17,13.100000381469727,13.390000343322754,12.899999618530273,13.09000015258789,13.049118995666504,216200
2022-10-18,13.890000343322754,14.09000015258789,12.720000267028809,13.180000305175781,13.138838768005371,184600
2022-10-19,13.010000228881836,13.609999656677246,12.930000305175781,13.300000190734863,13.258462905883789,176100
2022-10-20,13.390000343322754,14.3100004196167,13.329999923706055,13.4399995803833,13.398025512695312,432700
2022-10-21,13.34000015258789,14.4399995803833,13.25,14.380000114440918,14.335090637207031,426600
2022-10-24,14.460000038146973,14.739999771118164,13.850000381469727,14.59000015258789,14.544434547424316,343000
2022-10-25,14.760000228881836,15.510000228881836,14.760000228881836,15.350000381469727,15.302062034606934,277600
2022-10-26,14.8100004196167,15.819999694824219,14.630000114440918,15.029999732971191,14.983059883117676,228900
2022-10-27,15.5,15.850000381469727,14.720000267028809,14.770000457763672,14.723873138427734,225200
2022-10-28,14.899999618530273,16.09000015258789,14.880000114440918,16.049999237060547,15.999874114990234,266100
2022-10-31,15.859999656677246,15.890000343322754,15.260000228881836,15.510000228881836,15.46156120300293,205800
2022-11-01,16.040000915527344,16.170000076293945,15.470000267028809,15.609999656677246,15.561248779296875,131300
2022-11-02,15.9399995803833,16.559999465942383,14.720000267028809,14.760000228881836,14.713903427124023,542300
2022-11-03,14.270000457763672,14.949999809265137,13.949999809265137,14.4399995803833,14.394902229309082,272300
2022-11-04,15.350000381469727,15.800000190734863,15.0,15.680000305175781,15.631031036376953,269500
2022-11-07,15.890000343322754,16.3700008392334,15.520000457763672,16.25,16.199251174926758,226100
2022-11-08,16.860000610351562,17.31999969482422,16.209999084472656,16.8700008392334,16.81731605529785,543300
2022-11-09,16.229999542236328,16.3700008392334,15.680000305175781,15.729999542236328,15.68087387084961,248300
2022-11-10,17.440000534057617,19.030000686645508,17.270000457763672,18.969999313354492,18.910755157470703,385900
2022-11-11,18.979999542236328,20.25,18.68000030517578,20.040000915527344,19.977415084838867,232700
2022-11-14,19.959999084472656,20.489999771118164,19.59000015258789,19.780000686645508,19.71822738647461,237000
2022-11-15,21.059999465942383,21.31999969482422,20.1299991607666,20.709999084472656,20.645320892333984,315600
2022-11-16,19.670000076293945,19.81999969482422,18.8700008392334,19.059999465942383,19.000473022460938,213700
2022-11-17,18.299999237060547,19.3799991607666,18.219999313354492,19.200000762939453,19.140039443969727,301500
2022-11-18,19.770000457763672,19.829999923706055,18.68000030517578,19.15999984741211,19.100162506103516,195800
2022-11-21,18.75,18.809999465942383,18.440000534057617,18.610000610351562,18.551881790161133,127600
2022-11-22,18.84000015258789,19.84000015258789,18.56999969482422,19.809999465942383,19.748130798339844,115000
2022-11-23,19.829999923706055,20.6299991607666,19.780000686645508,20.34000015258789,20.276477813720703,190100
2022-11-25,20.209999084472656,20.25,19.790000915527344,19.790000915527344,19.728195190429688,44900
2022-11-28,19.309999465942383,19.649999618530273,18.59000015258789,18.799999237060547,18.74128532409668,104800
2022-11-29,18.959999084472656,19.139999389648438,18.450000762939453,18.649999618530273,18.591754913330078,109200
2022-11-30,18.719999313354492,20.959999084472656,18.40999984741211,20.93000030517578,20.864633560180664,260300
2022-12-01,21.200000762939453,21.200000762939453,20.1200008392334,20.709999084472656,20.645320892333984,141500
2022-12-02,19.709999084472656,20.3799991607666,19.510000228881836,20.309999465942383,20.24656867980957,169100
2022-12-05,20.020000457763672,20.43000030517578,19.5,19.780000686645508,19.71822738647461,94400
2022-12-06,19.790000915527344,19.790000915527344,18.440000534057617,18.760000228881836,18.701412200927734,71700
2022-12-07,18.40999984741211,18.959999084472656,18.3799991607666,18.770000457763672,18.711380004882812,94700
2022-12-08,19.040000915527344,19.950000762939453,18.84000015258789,19.940000534057617,19.877727508544922,83300
2022-12-09,19.860000610351562,20.40999984741211,19.59000015258789,19.600000381469727,19.538787841796875,95800
2022-12-12,19.469999313354492,20.479999542236328,19.299999237060547,20.479999542236328,20.416040420532227,69600
2022-12-13,22.209999084472656,22.579999923706055,20.719999313354492,21.219999313354492,21.153728485107422,248000
2022-12-14,21.1299991607666,21.68000030517578,20.149999618530273,20.610000610351562,20.545635223388672,155700
2022-12-15,19.809999465942383,19.889999389648438,18.81999969482422,18.969999313354492,18.910755157470703,215600
2022-12-16,18.780000686645508,19.0,18.18000030517578,18.540000915527344,18.482099533081055,88100
2022-12-19,18.610000610351562,18.610000610351562,17.739999771118164,18.040000915527344,17.983661651611328,186100
2022-12-20,17.670000076293945,18.18000030517578,17.56999969482422,17.809999465942383,17.754377365112305,81100
2022-12-21,17.989999771118164,18.770000457763672,17.989999771118164,18.670000076293945,18.611692428588867,71500
2022-12-22,17.899999618530273,17.899999618530273,16.190000534057617,16.920000076293945,16.911542892456055,273200
2022-12-23,16.709999084472656,16.93000030517578,16.299999237060547,16.90999984741211,16.901548385620117,65600
2022-12-27,16.639999389648438,16.690000534057617,16.010000228881836,16.059999465942383,16.051971435546875,268700
2022-12-28,15.84000015258789,16.149999618530273,15.5,15.59000015258789,15.582207679748535,137100
2022-12-29,16.030000686645508,16.639999389648438,15.979999542236328,16.5,16.49175262451172,315900
2022-12-30,16.049999237060547,16.559999465942383,15.859999656677246,16.559999465942383,16.551721572875977,121400
2023-01-03,17.059999465942383,17.100000381469727,15.9399995803833,16.100000381469727,16.09195327758789,94900
2023-01-04,16.68000030517578,17.110000610351562,16.31999969482422,16.950000762939453,16.9415283203125,137100
2023-01-05,16.56999969482422,16.649999618530273,16.219999313354492,16.25,16.24187660217285,58300
2023-01-06,16.649999618530273,17.920000076293945,16.170000076293945,17.709999084472656,17.701147079467773,141000
2023-01-09,18.3700008392334,19.239999771118164,18.1200008392334,18.3799991607666,18.370811462402344,271500
2023-01-10,18.18000030517578,18.81999969482422,17.989999771118164,18.809999465942383,18.80059814453125,129200
2023-01-11,18.799999237060547,19.25,18.450000762939453,19.209999084472656,19.200397491455078,112500
2023-01-12,19.350000381469727,19.899999618530273,18.510000228881836,19.690000534057617,19.680158615112305,89100
2023-01-13,19.260000228881836,19.959999084472656,19.200000762939453,19.940000534057617,19.93003273010254,101600
2023-01-17,19.860000610351562,20.549999237060547,19.850000381469727,20.219999313354492,20.20989227294922,108600
